Medal,Athletes,Games,Sport,Event,Event.1,links,country,medals_corrected
NaN,Charles RIGOULOT,1924 Paris,Weightlifting,Men's,"75 - 82.5kg, one-two hand 5 events (light-heavyweight)",Images/Medal_Gold.png,FRA,Gold
NaN,Henri DEGLANE,1924 Paris,Wrestling Greco-Roman,Men's,+ 82.5kg (super heavyweight),Images/Medal_Gold.png,FRA,Gold
NaN,Roger DUCRET,1924 Paris,Fencing,Men's,épée individual,Images/Medal_Silver.png,FRA,Silver
NaN,Philippe CATTIAU,1924 Paris,Fencing,Men's,foil individual,Images/Medal_Silver.png,FRA,Silver
NaN,Roger DUCRET,1924 Paris,Fencing,Men's,sabre individual,Images/Medal_Silver.png,FRA,Silver
NaN,Léon DELSARTEJean GOUNOTAndré HIGELINArthur HERMANNJoseph HUBEREugène CORDONNIERAlbert SÉGUINFrançois GANGLOFF,1924 Paris,Gymnastics Artistic,Men's,team competition,Images/Medal_Silver.png,FRA,Silver
NaN,François GANGLOFF,1924 Paris,Gymnastics Artistic,Men's,Sidehorse vault,Images/Medal_Silver.png,FRA,Silver
NaN,Jean GOUNOT,1924 Paris,Gymnastics Artistic,Men's,Sidehorse vault,Images/Medal_Silver.png,FRA,Silver
NaN,Albert SÉGUIN,1924 Paris,Gymnastics Artistic,Men's,rope climbing,Images/Medal_Silver.png,FRA,Silver
NaN,Marc DETTONJean-Pierre STOCK,1924 Paris,Rowing,Men's,double sculls (2x),Images/Medal_Silver.png,FRA,Silver
NaN,Maurice BOUTONGeorges PIOT,1924 Paris,Rowing,Men's,pair without coxswain (2-),Images/Medal_Silver.png,FRA,Silver
NaN,Louis GRESSIERRaymond TALLEUXEugène CONSTANTErnest BARBEROLLEGeorges LECOINTE,1924 Paris,Rowing,Men's,four-oared shell with coxswain,Images/Medal_Silver.png,FRA,Silver
NaN,Clément DUPONTEtienne PIQUIRALAndré BEHOTÉGUYMarcel-Frédéric LUBIN-LEBRÈREF. ABRAHAMAdolphe JAURÉGUYGilbert GÉRINTÈSFrançois BORDEAlexandre BIOUSSARené LASSERREAlbert DUPOUYJean BAYARDE. RIBERERené ARAOUJean ETCHEBERRYRaoul GOTHenri GALAUAdolphe BOUSQUETR. PITEUJean VAYSSEC. MONTADEC. GONNETL. LEPATEYF. CAYROLÉtienne BONNESLouis BEGUETE. FRAYSSINETM. BESSONAimé CASSAYET-ARMAGNACF. CLAUZEL,1924 Paris,Rugby,Men's,rugby,Images/Medal_Silver.png,FRA,Silver
NaN,Pierre HARDYAlbert COURQUINAndré PARMENTIERGeorges ROESPaul COLASLéon JOHNSON,1924 Paris,Shooting,Men's,"400, 600, 800m free rifle, team",Images/Medal_Silver.png,FRA,Silver
NaN,Henri COCHET,1924 Paris,Tennis,Men's,singles,Images/Medal_Silver.png,FRA,Silver
NaN,Jacques BRUGNONHenri COCHET,1924 Paris,Tennis,Men's,doubles,Images/Medal_Silver.png,FRA,Silver
NaN,Julie VLASTO,1924 Paris,Tennis,Women's,singles,Images/Medal_Silver.png,FRA,Silver
NaN,L. Lucien DOLQUESAndré LAUSEIGMaurice NORLANDGaston HEUETRobert MARCHALHenri LAUVAUX,1924 Paris,Athletics,Men's,cross country team,Images/Medal_Bronze.png,FRA,Bronze
NaN,Paul BONTEMPS,1924 Paris,Athletics,Men's,3000m steeplechase,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre LEWDEN,1924 Paris,Athletics,Men's,high jump,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean CES,1924 Paris,Boxing,Men's,50.8 - 53.52kg (bantamweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,René HAMEL,1924 Paris,Cycling Road,Men's,individual road race,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean CUGNOT,1924 Paris,Cycling Track,Men's,sprint individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Xavier LESAGE,1924 Paris,Equestrian Dressage,Mixed,individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,André HIGELIN,1924 Paris,Gymnastics Artistic,Men's,horizontal bar,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre GANTHIERAndré GUERRIERLouis BRÉGUETRobert GIRARDETGeorges MOLLARD,1924 Paris,Sailing,Mixed,8m,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean BOROTRARené LACOSTE,1924 Paris,Tennis,Men's,doubles,Images/Medal_Bronze.png,FRA,Bronze
NaN,H. ALDEERTR. PLANQUEF. COURNOLLETArmand BÉNÉDICP. CANIVETGeorges ANDRE,1924 Chamonix,Curling,Men's,curling,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre BRUNETAndrée JOLY,1924 Chamonix,Figure skating,Mixed,pairs,Images/Medal_Bronze.png,FRA,Bronze
NaN,C. MANDRILLONMaurice MANDRILLONG. BERTHETAndré VANDELLE,1924 Chamonix,Military Patrol,Men's,military patrol,Images/Medal_Bronze.png,FRA,Bronze
NaN,Boughèra EL OUAFI,1928 Amsterdam,Athletics,Men's,marathon,Images/Medal_Gold.png,FRA,Gold
NaN,Roger BEAUFRAND,1928 Amsterdam,Cycling Track,Men's,sprint individual,Images/Medal_Gold.png,FRA,Gold
NaN,Lucien GAUDIN,1928 Amsterdam,Fencing,Men's,épée individual,Images/Medal_Gold.png,FRA,Gold
NaN,Lucien GAUDIN,1928 Amsterdam,Fencing,Men's,foil individual,Images/Medal_Gold.png,FRA,Gold
NaN,Virginie HÉRIOT,1928 Amsterdam,Sailing,Mixed,8m,Images/Medal_Gold.png,FRA,Gold
NaN,Roger FRANÇOIS,1928 Amsterdam,Weightlifting,Men's,67.5 - 75kg (middleweight),Images/Medal_Gold.png,FRA,Gold
NaN,Jules LADOUMEGUE,1928 Amsterdam,Athletics,Men's,1500m,Images/Medal_Silver.png,FRA,Silver
NaN,Armand APELL,1928 Amsterdam,Boxing,Men's,- 50.8kg (flyweight),Images/Medal_Silver.png,FRA,Silver
NaN,Charles MARION,1928 Amsterdam,Equestrian Dressage,Mixed,individual,Images/Medal_Silver.png,FRA,Silver
NaN,Pierre BERTRAN DE BALANDA,1928 Amsterdam,Equestrian Jumping,Mixed,individual,Images/Medal_Silver.png,FRA,Silver
NaN,Georges BUCHARD,1928 Amsterdam,Fencing,Men's,épée individual,Images/Medal_Silver.png,FRA,Silver
NaN,Gaston AmsonBernard SchmetzGéo BuchardÉmile CornicRené Barbier,1928 Amsterdam,Fencing,Men's,épée team,Images/Medal_Silver.png,FRA,Silver
NaN,Philippe CATTIAURoger DUCRETLucien GAUDINAndré GABORIAUDAndré LABATUTRaymond FLACHER,1928 Amsterdam,Fencing,Men's,foil team,Images/Medal_Silver.png,FRA,Silver
NaN,Henri PRÉAUXArmand MARCELLEEdouard MARCELLE,1928 Amsterdam,Rowing,Men's,pair-oared shell with coxswain,Images/Medal_Silver.png,FRA,Silver
NaN,Louis HOSTIN,1928 Amsterdam,Weightlifting,Men's,75 - 82.5kg (light-heavyweight),Images/Medal_Silver.png,FRA,Silver
NaN,Charles PACÔME,1928 Amsterdam,Wrestling Freestyle,Men's,61 - 66kg (lightweight),Images/Medal_Silver.png,FRA,Silver
NaN,Claude MÉNARD,1928 Amsterdam,Athletics,Men's,high jump,Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri PADOUJules KEIGNAERTAlbert THÉVENONErnest ROGEZAchille TRIBOUILLETHenri CUVELIEREmile BULTEELPaul DUJARDINAlbert VANDEPLANCKE,1928 Amsterdam,Water Polo,Men's,water polo,Images/Medal_Bronze.png,FRA,Bronze
NaN,Fernand ARNOUT,1928 Amsterdam,Weightlifting,Men's,60 - 67.5kg (lightweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri LEFÈBRE,1928 Amsterdam,Wrestling Freestyle,Men's,79 - 87kg (light-heavyweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Edmond DAME,1928 Amsterdam,Wrestling Freestyle,Men's,+ 87kg (heavyweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Andrée JOLYPierre BRUNET,1928 St. Moritz,Figure skating,Mixed,pairs,Images/Medal_Gold.png,FRA,Gold
NaN,Louis CHAILLOTMaurice PERRIN,1932 Los Angeles,Cycling Track,Men's,2000m tandem,Images/Medal_Gold.png,FRA,Gold
NaN,Xavier LESAGE,1932 Los Angeles,Equestrian Dressage,Mixed,individual,Images/Medal_Gold.png,FRA,Gold
NaN,André JOUSSEAUMÉCharles MARIONXavier LESAGE,1932 Los Angeles,Equestrian Dressage,Mixed,team,Images/Medal_Gold.png,FRA,Gold
NaN,Bernard SCHMETZPhilippe CATTIAUGeorges TAINTURIERFernand JOURDANTGeorges BUCHARDJean PIOT,1932 Los Angeles,Fencing,Men's,épée team,Images/Medal_Gold.png,FRA,Gold
NaN,Edouard GARDERERené BONDOUXRené BOUGNOLPhilippe CATTIAURené LEMOINEJean PIOT,1932 Los Angeles,Fencing,Men's,foil team,Images/Medal_Gold.png,FRA,Gold
NaN,Jacques Baptiste LEBRUN,1932 Los Angeles,Sailing,Mixed,olympic class monotype,Images/Medal_Gold.png,FRA,Gold
NaN,Raymond SUVIGNY,1932 Los Angeles,Weightlifting,Men's,- 60kg (featherweight),Images/Medal_Gold.png,FRA,Gold
NaN,René DUVERGER,1932 Los Angeles,Weightlifting,Men's,60 - 67.5kg (lightweight),Images/Medal_Gold.png,FRA,Gold
NaN,Louis HOSTIN,1932 Los Angeles,Weightlifting,Men's,75 - 82.5kg (light-heavyweight),Images/Medal_Gold.png,FRA,Gold
NaN,Charles PACÔME,1932 Los Angeles,Wrestling Freestyle,Men's,61 - 66kg (lightweight),Images/Medal_Gold.png,FRA,Gold
NaN,Louis CHAILLOT,1932 Los Angeles,Cycling Track,Men's,sprint individual,Images/Medal_Silver.png,FRA,Silver
NaN,Rene LEGREVESAmédée FOURNIERPaul CHOCQUEHenri MOUILLEFARINE,1932 Los Angeles,Cycling Track,Men's,Team Pursuit (4000m),Images/Medal_Silver.png,FRA,Silver
NaN,Charles MARION,1932 Los Angeles,Equestrian Dressage,Mixed,individual,Images/Medal_Silver.png,FRA,Silver
NaN,Georges BUCHARD,1932 Los Angeles,Fencing,Men's,épée individual,Images/Medal_Silver.png,FRA,Silver
NaN,Jean TARIS,1932 Los Angeles,Swimming,Men's,400m freestyle,Images/Medal_Silver.png,FRA,Silver
NaN,Paul WINTER,1932 Los Angeles,Athletics,Men's,discus throw,Images/Medal_Bronze.png,FRA,Bronze
NaN,Charles RAMPELBERG,1932 Los Angeles,Cycling Track,Men's,1km time trial,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre BRUNETAnselme BRUSAAndre GIRIAT,1932 Los Angeles,Rowing,Men's,pair-oared shell with coxswain,Images/Medal_Bronze.png,FRA,Bronze
NaN,Louis FRANÇOIS,1932 Los Angeles,Wrestling Greco-Roman,Men's,- 56kg (bantamweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Andrée JOLYPierre BRUNET,1932 Lake Placid,Figure skating,Mixed,pairs,Images/Medal_Gold.png,FRA,Gold
NaN,Jean DESPEAUX,1936 Berlin,Boxing,Men's,66.68 - 72.57kg (middleweight),Images/Medal_Gold.png,FRA,Gold
NaN,Roger MICHELOT,1936 Berlin,Boxing,Men's,72.57 - 79.38kg (light-heavyweight),Images/Medal_Gold.png,FRA,Gold
NaN,Robert CHARPENTIER,1936 Berlin,Cycling Road,Men's,individual road race,Images/Medal_Gold.png,FRA,Gold
NaN,Guy LAPÉBIERobert DORGEBRAYRobert CHARPENTIER,1936 Berlin,Cycling Road,Men's,team time trial,Images/Medal_Gold.png,FRA,Gold
NaN,Jean GOUJONRoger LE NIZERHYGuy LAPÉBIERobert CHARPENTIER,1936 Berlin,Cycling Track,Men's,Team Pursuit (4000m),Images/Medal_Gold.png,FRA,Gold
NaN,Louis HOSTIN,1936 Berlin,Weightlifting,Men's,75 - 82.5kg (light-heavyweight),Images/Medal_Gold.png,FRA,Gold
NaN,Emile POILVE,1936 Berlin,Wrestling Freestyle,Men's,72 - 79kg (middleweight),Images/Medal_Gold.png,FRA,Gold
NaN,Henri EBERHARDT,1936 Berlin,Canoe Sprint,Men's,folding K-1 10000m,Images/Medal_Silver.png,FRA,Silver
NaN,Guy LAPÉBIE,1936 Berlin,Cycling Road,Men's,individual road race,Images/Medal_Silver.png,FRA,Silver
NaN,Pierre GEORGET,1936 Berlin,Cycling Track,Men's,1km time trial,Images/Medal_Silver.png,FRA,Silver
NaN,Gérard DE BALLOREAndré JOUSSEAUMÉDaniel GILLOIS,1936 Berlin,Equestrian Dressage,Mixed,team,Images/Medal_Silver.png,FRA,Silver
NaN,Edouard GARDERE,1936 Berlin,Fencing,Men's,foil individual,Images/Medal_Silver.png,FRA,Silver
NaN,André GARDÈREEdouard GARDEREJacques COUTROTRené BOUGNOLRené BONDOUXRené LEMOINE,1936 Berlin,Fencing,Men's,foil team,Images/Medal_Silver.png,FRA,Silver
NaN,Louis CHAILLOT,1936 Berlin,Cycling Track,Men's,sprint individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre GEORGETGeorges MATON,1936 Berlin,Cycling Track,Men's,2000m tandem,Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri DULIEUXPhilippe CATTIAUPaul WORMSERBernard SCHMETZGeorges BUCHARDMichel PÉCHEUX,1936 Berlin,Fencing,Men's,épée team,Images/Medal_Bronze.png,FRA,Bronze
NaN,Marceau FOURCADEGeorges TAPIENoël VANDERNOTTE,1936 Berlin,Rowing,Men's,pair-oared shell with coxswain,Images/Medal_Bronze.png,FRA,Bronze
NaN,Fernand VANDERNOTTEMarcel COSMATMarcel VANDERNOTTEMarcel CHAUVIGNÉNoël VANDERNOTTE,1936 Berlin,Rowing,Men's,four-oared shell with coxswain,Images/Medal_Bronze.png,FRA,Bronze
NaN,Charles Andre DES JAMMONIERES,1936 Berlin,Shooting,Men's,50m pistol,Images/Medal_Bronze.png,FRA,Bronze
NaN,Émile ALLAIS,1936 Garmisch-Partenkirchen,Alpine Skiing,Men's,Alpine combined,Images/Medal_Bronze.png,FRA,Bronze
NaN,Micheline OSTERMEYER,1948 London,Athletics,Women's,shot put,Images/Medal_Gold.png,FRA,Gold
NaN,Micheline OSTERMEYER,1948 London,Athletics,Women's,discus throw,Images/Medal_Gold.png,FRA,Gold
NaN,José BEYAERT,1948 London,Cycling Road,Men's,individual road race,Images/Medal_Gold.png,FRA,Gold
NaN,Jacques DUPONT,1948 London,Cycling Track,Men's,1km time trial,Images/Medal_Gold.png,FRA,Gold
NaN,Fernand DECANALICharles COSTEPierre ADAMSerge BLUSSON,1948 London,Cycling Track,Men's,Team Pursuit (4000m),Images/Medal_Gold.png,FRA,Gold
NaN,Maurice BURETJean PAILLLARDAndré JOUSSEAUMÉ,1948 London,Equestrian Dressage,Mixed,team,Images/Medal_Gold.png,FRA,Gold
NaN,Bernard CHEVALLIER,1948 London,Equestrian Eventing,Mixed,individual,Images/Medal_Gold.png,FRA,Gold
NaN,Henri GUÉRINEdouard ARTIGASMichel PÉCHEUXMaurice HUETMarcel DESPRETSHenri LEPAGE,1948 London,Fencing,Men's,épée team,Images/Medal_Gold.png,FRA,Gold
NaN,Jehan BUHAN,1948 London,Fencing,Men's,foil individual,Images/Medal_Gold.png,FRA,Gold
NaN,René BOUGNOLAndré BONINChristian D'ORIOLAJacques LATASTEJehan BUHANAdrien ROMMEL,1948 London,Fencing,Men's,foil team,Images/Medal_Gold.png,FRA,Gold
NaN,Alain MIMOUN,1948 London,Athletics,Men's,10000m,Images/Medal_Silver.png,FRA,Silver
NaN,Robert CHEF D'HÔTELJacques LUNISJean KEREBELFrancois SCHEWETTA,1948 London,Athletics,Men's,4x400m relay,Images/Medal_Silver.png,FRA,Silver
NaN,Ignace HEINRICH,1948 London,Athletics,Men's,decathlon,Images/Medal_Silver.png,FRA,Silver
NaN,René DÉRENCYJacques PERRIERMaurice DESAYMONNETLucien REBUFFICRaymond OFFNERMaurice GIRARDOTAndré EVENAndrÃ BUFFIÃ?RERené CHOCATPierre THIOLONYvan QUÉNINFernand GUILLOUMichel BONNEVIEAndré BARRAIS,1948 London,Basketball,Men's,basketball,Images/Medal_Silver.png,FRA,Silver
NaN,André JOUSSEAUMÉ,1948 London,Equestrian Dressage,Mixed,individual,Images/Medal_Silver.png,FRA,Silver
NaN,Christian D'ORIOLA,1948 London,Fencing,Men's,foil individual,Images/Medal_Silver.png,FRA,Silver
NaN,Marcel HANSENNE,1948 London,Athletics,Men's,800m,Images/Medal_Bronze.png,FRA,Bronze
NaN,Micheline OSTERMEYER,1948 London,Athletics,Women's,high jump,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jacqueline MAZEAS,1948 London,Athletics,Women's,discus throw,Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri EBERHARDT,1948 London,Canoe Sprint,Men's,K-1 1000m (kayak single),Images/Medal_Bronze.png,FRA,Bronze
NaN,Robert BOUTIGNY,1948 London,Canoe Sprint,Men's,C-1 1000m (canoe single),Images/Medal_Bronze.png,FRA,Bronze
NaN,Georges DRANSARTGeorges GANDIL,1948 London,Canoe Sprint,Men's,C-2 1000m (canoe double),Images/Medal_Bronze.png,FRA,Bronze
NaN,Georges DRANSARTGeorges GANDIL,1948 London,Canoe Sprint,Men's,C-2 10000m,Images/Medal_Bronze.png,FRA,Bronze
NaN,Alain MOINEAUJacques DUPONTJosé BEYAERT,1948 London,Cycling Road,Men's,team time trial,Images/Medal_Bronze.png,FRA,Bronze
NaN,Georges DRONRene FAYE,1948 London,Cycling Track,Men's,2000m tandem,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean Francois D'ORGEIX,1948 London,Equestrian Jumping,Mixed,individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Georges VALLEREY,1948 London,Swimming,Men's,100m backstroke,Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri PADOU JR.Alexandre JANYRené CORNUJoseph BERNARDO,1948 London,Swimming,Men's,4x200m freestyle relay,Images/Medal_Bronze.png,FRA,Bronze
NaN,Charles KOUYOS,1948 London,Wrestling Freestyle,Men's,52 - 57kg (bantamweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri OREILLER,1948 St. Moritz,Alpine Skiing,Men's,Alpine combined,Images/Medal_Gold.png,FRA,Gold
NaN,Henri OREILLER,1948 St. Moritz,Alpine Skiing,Men's,downhill,Images/Medal_Gold.png,FRA,Gold
NaN,James COUTTET,1948 St. Moritz,Alpine Skiing,Men's,slalom,Images/Medal_Silver.png,FRA,Silver
NaN,James COUTTET,1948 St. Moritz,Alpine Skiing,Men's,Alpine combined,Images/Medal_Bronze.png,FRA,Bronze
NaN,Henri OREILLER,1948 St. Moritz,Alpine Skiing,Men's,slalom,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean LAUDETGeorges TURLIER,1952 Helsinki,Canoe Sprint,Men's,C-2 10000m,Images/Medal_Gold.png,FRA,Gold
NaN,Pierre JONQUÈRES D'ORIOLA,1952 Helsinki,Equestrian Jumping,Mixed,individual,Images/Medal_Gold.png,FRA,Gold
NaN,Christian D'ORIOLA,1952 Helsinki,Fencing,Men's,foil individual,Images/Medal_Gold.png,FRA,Gold
NaN,Jacques NOËLJehan BUHANClaude NETTERJacques LATASTEChristian D'ORIOLAAdrien ROMMEL,1952 Helsinki,Fencing,Men's,foil team,Images/Medal_Gold.png,FRA,Gold
NaN,Raymond SALLESGaston MERCIERBernard MALIVOIRE,1952 Helsinki,Rowing,Men's,pair-oared shell with coxswain,Images/Medal_Gold.png,FRA,Gold
NaN,Jean BOITEUX,1952 Helsinki,Swimming,Men's,400m freestyle,Images/Medal_Gold.png,FRA,Gold
NaN,Alain MIMOUN,1952 Helsinki,Athletics,Men's,5000m,Images/Medal_Silver.png,FRA,Silver
NaN,Alain MIMOUN,1952 Helsinki,Athletics,Men's,10000m,Images/Medal_Silver.png,FRA,Silver
NaN,Madeleine MOREAU,1952 Helsinki,Diving,Women's,3m springboard,Images/Medal_Silver.png,FRA,Silver
NaN,Guy LEFRANT,1952 Helsinki,Equestrian Eventing,Mixed,individual,Images/Medal_Silver.png,FRA,Silver
NaN,Marc BOUISSOUJacques GUISSARTPierre BLONDIAUXRoger GAUTIER,1952 Helsinki,Rowing,Men's,four without coxswain (4-),Images/Medal_Silver.png,FRA,Silver
NaN,Gilbert BOZON,1952 Helsinki,Swimming,Men's,100m backstroke,Images/Medal_Silver.png,FRA,Silver
NaN,Joseph VENTAJA,1952 Helsinki,Boxing,Men's,54 - 57kg (featherweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Louis GANTOIS,1952 Helsinki,Canoe Sprint,Men's,K-1 1000m (kayak single),Images/Medal_Bronze.png,FRA,Bronze
NaN,Alfred TONELLOJacques ANQUETILClaude ROUER,1952 Helsinki,Cycling Road,Men's,team time trial,Images/Medal_Bronze.png,FRA,Bronze
NaN,André JOUSSEAUMÉ,1952 Helsinki,Equestrian Dressage,Mixed,individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean LAROYENNEBernard MORELJean-François TOURNONJacques LEFÈVREMaurice PIOTJean LEVAVASSEUR,1952 Helsinki,Fencing,Men's,sabre team,Images/Medal_Bronze.png,FRA,Bronze
NaN,Joseph BERNARDOAldo EMINENTEAlexandre JANYJean BOITEUX,1952 Helsinki,Swimming,Men's,4x200m freestyle relay,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jacqueline DU BIEF,1952 Oslo,Figure skating,Women's,individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Alain MIMOUN,1956 Melbourne / Stockholm,Athletics,Men's,marathon,Images/Medal_Gold.png,FRA,Gold
NaN,Arnaud GEYREMichel VERMEULENMaurice MOUCHERAUD,1956 Melbourne / Stockholm,Cycling Road,Men's,team time trial,Images/Medal_Gold.png,FRA,Gold
NaN,Michel ROUSSEAU,1956 Melbourne / Stockholm,Cycling Track,Men's,sprint individual,Images/Medal_Gold.png,FRA,Gold
NaN,Christian D'ORIOLA,1956 Melbourne / Stockholm,Fencing,Men's,foil individual,Images/Medal_Gold.png,FRA,Gold
NaN,Marcel RENAUDGeorges DRANSART,1956 Melbourne / Stockholm,Canoe Sprint,Men's,C-2 10000m,Images/Medal_Silver.png,FRA,Silver
NaN,Arnaud GEYRE,1956 Melbourne / Stockholm,Cycling Road,Men's,individual road race,Images/Medal_Silver.png,FRA,Silver
NaN,Jean-Claude LECANTEJean GRACZYKMichel VERMEULENRené BIANCHI,1956 Melbourne / Stockholm,Cycling Track,Men's,Team Pursuit (4000m),Images/Medal_Silver.png,FRA,Silver
NaN,Roger CLOSSETBernard BAUDOUXJacques LATASTEClaude NETTERRené COICAUDChristian D'ORIOLA,1956 Melbourne / Stockholm,Fencing,Men's,foil team,Images/Medal_Silver.png,FRA,Silver
NaN,Rene LIBEER,1956 Melbourne / Stockholm,Boxing,Men's,- 51kg (flyweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Gilbert CHAPRON,1956 Melbourne / Stockholm,Boxing,Men's,71 - 75kg (middleweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Armand MOUYALClaude NIGONYves DREYFUSRené QUEYROUXDaniel DAGALLIER,1956 Melbourne / Stockholm,Fencing,Men's,épée team,Images/Medal_Bronze.png,FRA,Bronze
NaN,Renée GARILHE,1956 Melbourne / Stockholm,Fencing,Women's,foil individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,René GUISSARTGuy GUILLABERTYves DELACOURGaston MERCIER,1956 Melbourne / Stockholm,Rowing,Men's,four without coxswain (4-),Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean DEBUF,1956 Melbourne / Stockholm,Weightlifting,Men's,82.5 - 90kg (middle-heavyweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Michel JAZY,1960 Rome,Athletics,Men's,1500m,Images/Medal_Silver.png,FRA,Silver
NaN,Claude MARTINJacques MORELJean KLEINGuy NOSBAUMRobert DUMONTOIS,1960 Rome,Rowing,Men's,four-oared shell with coxswain,Images/Medal_Silver.png,FRA,Silver
NaN,Abdoulaye SEYE,1960 Rome,Athletics,Men's,200m,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jack LE GOFFJean Raymond LE ROYGuy LEFRANT,1960 Rome,Equestrian Eventing,Mixed,team,Images/Medal_Bronze.png,FRA,Bronze
NaN,René SCHIERMEYER,1960 Rome,Wrestling Greco-Roman,Men's,67 - 73kg (welterweight),Images/Medal_Bronze.png,FRA,Bronze
NaN,Jean VUARNET,1960 Squaw Valley,Alpine Skiing,Men's,downhill,Images/Medal_Gold.png,FRA,Gold
NaN,Guy PÉRILLAT,1960 Squaw Valley,Alpine Skiing,Men's,downhill,Images/Medal_Bronze.png,FRA,Bronze
NaN,Charles BOZON,1960 Squaw Valley,Alpine Skiing,Men's,slalom,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre JONQUÈRES D'ORIOLA,1964 Tokyo,Equestrian Jumping,Mixed,individual,Images/Medal_Gold.png,FRA,Gold
NaN,Maryvonne DUPUREUR,1964 Tokyo,Athletics,Women's,800m,Images/Medal_Silver.png,FRA,Silver
NaN,Joseph GONZALES,1964 Tokyo,Boxing,Men's,67 - 71kg (light-middleweight),Images/Medal_Silver.png,FRA,Silver
NaN,Michel CHAPUISJean BOUDEHEN,1964 Tokyo,Canoe Sprint,Men's,C-2 1000m (canoe double),Images/Medal_Silver.png,FRA,Silver
NaN,Pierre JONQUÈRES D'ORIOLAGuy LEFRANTJanou LEFÈBVRE,1964 Tokyo,Equestrian Jumping,Mixed,team,Images/Medal_Silver.png,FRA,Silver
NaN,Jean-Claude MAGNAN,1964 Tokyo,Fencing,Men's,foil individual,Images/Medal_Silver.png,FRA,Silver
NaN,Claude ARABO,1964 Tokyo,Fencing,Men's,sabre individual,Images/Medal_Silver.png,FRA,Silver
NaN,Georges MORELJacques MORELJean-Claude DAROUY,1964 Tokyo,Rowing,Men's,pair-oared shell with coxswain,Images/Medal_Silver.png,FRA,Silver
NaN,Christine (Kiki) CARON,1964 Tokyo,Swimming,Women's,100m backstroke,Images/Medal_Silver.png,FRA,Silver
NaN,Bernard LAIDEBEURClaude PIQUEMALPaul GENEVAYJocelyn DELECOUR,1964 Tokyo,Athletics,Men's,4x100m relay,Images/Medal_Bronze.png,FRA,Bronze
NaN,Daniel MORELON,1964 Tokyo,Cycling Track,Men's,sprint individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Pierre TRENTIN,1964 Tokyo,Cycling Track,Men's,1km time trial,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jacques GUITTETJacques BRODINClaude BRODINYves DREYFUSClaude BOURQUARD,1964 Tokyo,Fencing,Men's,épée team,Images/Medal_Bronze.png,FRA,Bronze
NaN,Daniel REVENU,1964 Tokyo,Fencing,Men's,foil individual,Images/Medal_Bronze.png,FRA,Bronze
NaN,Jacques COURTILLATJean-Claude MAGNANChristian NOËLDaniel REVENUPierre RODOCANACHI,1964 Tokyo,Fencing,Men's,foil team,Images/Medal_Bronze.png,FRA,Bronze
NaN,François BONLIEU,1964 Innsbruck,Alpine Skiing,Men's,giant slalom,Images/Medal_Gold.png,FRA,Gold
NaN,Christine GOITSCHEL,1964 Innsbruck,Alpine Skiing,Women's,slalom,Images/Medal_Gold.png,FRA,Gold
NaN,Marielle GOITSCHEL,1964 Innsbruck,Alpine Skiing,Women's,giant slalom,Images/Medal_Gold.png,FRA,Gold
NaN,Léo LACROIX,1964 Innsbruck,Alpine Skiing,Men's,downhill,Images/Medal_Silver.png,FRA,Silver
NaN,Marielle GOITSCHEL,1964 Innsbruck,Alpine Skiing,Women's,slalom,Images/Medal_Silver.png,FRA,Silver
